mol_id,total_atoms,stable_ratio,exp_id,dummy_atoms,samples,silvr,comment,crude_rmsd,is_fragmented,qed,sa,smiles,auto3d_rmsd
mol_2023_02_23_1955081_000,31,0.9032258064516128,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.615993538227228,False,0.5360241617044798,7.506240037076992,[H]C(=C=C1SC([H])=C(Cl)C1([H])[H])[C@](O)(N([H])[C@]([H])(N([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],1.4738302326966697
mol_2023_02_23_1925293_000,31,0.6774193548387096,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.8077867083660384,False,0.3717123193735406,7.261805509911112,[H]O/C(=N/C1=NN2C([H])=C([H])N3C([H])(N2C1([H])[H])C3([H])N1C(=O)OC([H])([H])N([H])C1([H])[H])C([H])([H])[H],0.9489407143273733
mol_2023_02_23_2012500_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.563885368256566,True,0.5241220136353244,,[H]C([H])([H])C1([H])NC1([H])[H].[H]C([H])([H])[N+]1(C([H])([H])[H])C([H])([H])C1([H])[H].[H]c1oc([N-2])c([H])c1[H],
mol_2023_02_23_2156010_000,31,0.8387096774193549,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.4834949977629688,False,0.5286520818750957,8.02815570597998,[H]OC([H])(/C(OC([H])([H])C([H])([H])C([H])([H])[H])=C(/[H])C1([H])OC1([H])C(=O)C([H])([H])C([H])([H])[H])C([H])([H])[H],1.4442467516276436
mol_2023_02_23_2110251_000,31,0.8709677419354839,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.564542763914615,True,0.3632007225252301,,[H]C1=C([H])C([H])([H])C([H])=C1C([H])([H])C1([H])OC([H])([H])C2(C([H])([H])[H])N1C2([H])[H].[H]N([H])N([H])O,
mol_2023_02_23_1927210_000,31,0.6451612903225806,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.5978959719036283,False,0.1648598670114608,5.079658916827541,[H]C(/N=N/N([H])/C(C([N-2])=N)=C(\N1C(=O)C1([H])[H])C([H])([H])N1NOC([H])([H])N1[H])=C(\[H])C([H])([H])[H],1.438759265059045
mol_2023_02_23_2152072_000,31,0.6774193548387096,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.4590707886657948,True,0.5590980776416536,,[H]C([H])([H])OC([H])(N[C@]1(C([H])([H])O)OC1([H])[H])C([H])([H])[H].[H]C([H])([H])[H].[H]c1nnc([H])c([H])n1,
mol_2023_02_23_1936282_000,31,0.6451612903225806,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.6914181415805425,False,0.2459235516892916,6.838509229034857,[H]/C(=C1/NC([H])([H])N([H])[C@]1([H])NC([H])(NNC(=O)C([H])([H])[H])C([H])([H])C([H])([H])O)C([H])([H])[H],1.7956670598332702
mol_2023_02_23_1950060_000,31,0.8064516129032258,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.8755594250139052,False,0.1004640827406294,7.734001079290606,[H]O[C@]([H])(O)[C@@]([H])(N[C@]([H])(O)C#CC([H])([H])[H])C([H])([H])N(N([H])[H])C([H])([H])C([H])([H])C([H])([H])S,1.953921944560359
mol_2023_02_23_1935242_000,31,0.6129032258064516,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.497364801014364,False,0.4233988398639673,8.276031450286256,[H]NC([H])(C([H])=C=C(C([H])([H])[H])C([H])([H])[H])C([H])(OC([H])([H])[H])O[C@@]1([H])N2C([H])=C([H])C([H])([H])N[C@]21[H],1.7934729875511803
mol_2023_02_23_2204502_000,31,0.6451612903225806,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.789855920564897,True,0.3444906637444712,,[H]C(=O)N([H])[H].[H]C(=O)[N-]C([H])([H])[H].[H]N=C(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])/C([H])=C(\[H])C([H])([H])C#[S+],
mol_2023_02_23_2041380_000,31,0.8387096774193549,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.8585100911621948,True,0.1898558247635024,,[H]C(=C=O)C(=C([H])[H])N([H])[H].[H]NN(C(=O)C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])Cl,
mol_2023_02_23_2000502_000,31,0.9032258064516128,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.7419243945263454,True,0.4662228780731304,,[H]C([H])([H])C([H])([H])O.[H]NC([H])([H])N([H])[C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],
mol_2023_02_23_1924471_000,31,0.7096774193548387,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.840102544063538,True,0.6894883015567519,,[H]C([H])([H])C([H])([H])C([H])([H])OC1([H])OC1([H])C([H])([H])C1([H])O[C@]1(C([N-2])=O)C([H])([H])C([H])([H])[H].[H]OC([H])([H])[H],
mol_2023_02_23_2213453_000,31,0.7741935483870968,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.6725756312770128,True,0.3352678210299237,,[H]/C(C(=O)N[N-]C([H])([H])OC([H])([H])[H])=[N+](/[H])C([H])([H])C1([H])C([H])([H])C1([H])[H].[H]C([H])([H])[H],
mol_2023_02_23_2040580_000,31,0.7741935483870968,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.7223561503434557,True,0.5563348417470987,,[H]C([H])([H])OC([N-2])=O.[H]N([H])C([H])([H])[H].[H]N[C@@]([H])(N([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[H],
mol_2023_02_23_2208103_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.5386405807876624,True,0.182801259637977,,N#C[N-2].[H]OC(=O)C([H])(O[H])OC1=[N+]=C2OC([H])([H])C([H])([H])OOC([H])([H])C2([H])N2C(=O)N12,
mol_2023_02_23_2205301_000,31,0.9032258064516128,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.491893181117066,True,0.2455536054769646,,[H]C([H])([H])[H].[H]C([H])([H])[O-].[H]OC([H])([H])/[N+]([H])=C(\[H])[C@]([H])(N([H])C([H])([H])[H])N1C([H])([H])C1([H])[H],
mol_2023_02_23_1937312_000,31,0.7741935483870968,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.5069897614058911,False,0.1427729759385507,7.39996777939691,[H]/C(C#N)=C(\[H])C(=S)N([H])C([H])([H])N(C([H])(NC#N)NC#N)C([H])([H])C([H])([H])C([H])([H])[H],2.6078261231376234
mol_2023_02_23_2029013_000,31,0.8064516129032258,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.446499426909332,False,0.3757871244259052,8.140964544372267,[H]O[C@@]([H])(OC([H])([H])NC([H])([H])NC([H])([H])[H])N(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[H],1.2770974994299091
mol_2023_02_23_2048200_000,31,0.4838709677419355,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.789901772181628,True,0.3647611329773372,,[H]C([H])=O.[H]C1=C([H])N([H])C([H])(N2C(=O)C2([H])C([H])(C(=O)O)C([H])([H])OC([H])([H])OC([H])([H])[H])C([H])=C1[H],
mol_2023_02_23_2015453_000,31,0.7741935483870968,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.786983504343146,True,0.3655242057963791,,[H]N1C([H])([H])C1([H])SC([H])([H])OC([H])([H])C([H])([H])[H].[H]OC1=C([H])C([H])=C([H])C1([H])OC([H])([H])C([H])([H])O[H],
mol_2023_02_23_2140251_000,31,0.9032258064516128,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.6816725688332914,True,0.5355932392781676,,[H]OC([H])([H])C([H])([H])[H].[H]O[C@]([H])(OC([H])([H])[H])C([H])([H])C([H])([H])C(=O)C([H])(N([H])[H])C([H])([H])[H],
mol_2023_02_23_2130273_000,31,0.8387096774193549,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.7278854100951673,False,0.2078335189744767,5.135286842318653,[H]/C(C(=S)NC([H])([H])N([H])C([H])([H])C([H])([H])[C@@]([H])(OC(=O)O)C([H])([H])[H])=C(/[H])C([H])([H])[H],2.2975695147652724
mol_2023_02_23_2125461_000,31,0.6774193548387096,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.559739744924519,True,0.393284659780252,,[H]OC([H])([H])C([H])([H])O.[H]O[C@]1([H])C([H])([H])[C@]1([H])N([H])C([H])([H])N([H])C1([H])SC([H])([H])C(=O)C([H])([H])S1,
mol_2023_02_23_2054220_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.394993265093334,True,0.5203125672076133,,[H]C([H])([H])C(=O)O.[H]C1=C2SC3([H])NN4C([H])([H])C4([H])O[C@@]([H])(N([H])[H])OC3=C2OC1([H])[H],
mol_2023_02_23_2103251_000,31,0.5806451612903226,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.764423651964964,True,0.2148198938970677,,Br.[H]C(=O)NC([H])([H])C([H])([H])C1([H])N([H])C1([H])[H].[H]C([H])([H])N(C([N-2])=O)C([H])([H])[H].[H]N([H])[C@]1(O)OC1([H])[H],
mol_2023_02_23_2007091_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.7859425736978147,True,0.7760151325639761,,[H]C([H])([H])C([H])([H])C([H])([H])[H].[H]C1=C(Br)C([H])([H])C([H])=C1C([H])([H])C(=S)NC([H])([H])C([H])([H])[H],
mol_2023_02_23_1948323_000,31,0.8709677419354839,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.8763132036386432,False,0.549690628994009,8.022209386855213,[H]OC([H])(C([H])([H])NN([H])C(=O)C([H])([H])[H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],0.9036929635037013
mol_2023_02_23_2123510_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.7791531724591605,False,0.7631751684129621,6.226966895038247,[H]N(C(=O)C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])[H])C(=O)C1([H])SC([H])([H])C1([H])[H],1.4547434711766305
mol_2023_02_23_1947503_000,31,0.7741935483870968,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.624976695534088,False,0.3250230487318327,6.332694628652236,[H]C1=C([H])SC([H])(NNC(=S)N(C([H])([H])N([H])[H])C([H])([H])[C@@]2([H])N([H])C([H])([H])C2([H])[H])S1,2.007506415911627
mol_2023_02_23_2058213_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.5391693922958107,True,0.7486565014452838,,[H]C([H])([H])C([H])([H])C([H])([H])[H].[H]NC([H])(/C(C(=O)C([H])([H])OC([H])([H])C([H])([H])[H])=C(/Cl)C([H])([H])[H])C([H])([H])C([H])([H])[H],
mol_2023_02_23_2104250_000,31,0.8387096774193549,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.690417324879063,False,0.577178917103486,7.751950516490729,[H]C(=O)C([H])([H])C([H])([H])C([H])([H])NN1C([H])([H])C([H])([H])SC2([H])C([H])([H])C([H])([H])OC([H])([H])O[C@]12[H],1.4764685218244733
mol_2023_02_23_2142203_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.6429105344038846,True,0.4609893922672207,,[H]N([H])[H].[H]OC([H])([H])OC([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])ON1[H].[H]c1[nH]c(=O)sc1[H],
mol_2023_02_23_2126320_000,31,0.7741935483870968,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.6168853150181468,True,0.1521576891719973,,[H]C([N-2])=N.[H]C1=NN=NC1=O.[H]ON([H])NC(=O)[C@@]1([H])N(C([H])=O)[C@]1([H])[C@]1([H])OC1([H])[H],
mol_2023_02_23_2022443_000,31,0.8064516129032258,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.2876891398746455,True,0.3824119931340709,,[H]C([H])([H])[H].[H]O/C(=C(\[H])OC1([H])O[C@@]([H])(C(=O)O)NN2C([H])([H])C([H])([H])N([H])[C@]23ON13)C([H])([H])[H],
mol_2023_02_23_2147231_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.5482802472224395,False,0.6688402797785519,8.070566998657618,[H]OC1=C([H])N([H])C([H])([H])[C@@]2([H])C([H])(NC3=C([H])C([H])([H])SC3([H])[H])C([H])=C(C([H])([H])[H])C([H])([H])C12[H],1.4815071103612067
mol_2023_02_23_2104081_000,31,0.7741935483870968,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.6415787794850436,True,0.3780504557374927,,[H]OC(=O)C(=O)N1C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])C1([H])OC1=O.[H]OC([H])([H])F,
mol_2023_02_23_2046283_000,31,0.6774193548387096,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.561455830899434,False,0.5391558910146255,8.410542094158243,[H]/C1=N\N([H])C2([H])OC([H])([H])C(=C=C(O)C([H])(SC([H])([H])[H])S#CC2([H])[H])N([H])C(=O)N1[H],1.3111310512444914
mol_2023_02_23_2149590_000,31,0.7096774193548387,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.6335131564228698,True,0.5290135242293703,,[H]C([H])([H])C([H])([H])N1C([H])([H])[C@@]1([H])C([H])([H])[H].[H]C([H])=C([H])/N=N/C1([H])OC1([H])C([H])([H])C([H])([H])[H],
mol_2023_02_23_2124310_000,31,0.8064516129032258,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",2.0864295013779133,True,0.4110463025178359,,Br.[H]OC([H])(NC([H])(N([H])C([H])([H])[H])N(C([H])([H])c1sc(Cl)c([H])c1[H])[C@]1([H])OC1([H])[H])O[H],
mol_2023_02_23_2157413_000,31,0.935483870967742,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.582745849946376,False,0.3069205251318932,6.803838937350252,[H]O[C@]1([H])C2([H])NC([H])=NNN2[C@]2([H])NC([H])(C(=O)C([H])([H])NC(=O)C([H])([H])[H])N([H])C(=O)[C@]21[H],1.8271308765960352
mol_2023_02_23_2209042_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.8022534732559432,True,0.3284613253048695,,[H]C([H])=C1C([H])([H])C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])[H].[H]C1([H])NO1,
mol_2023_02_23_2051432_000,31,0.6129032258064516,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.5954457978311714,False,0.1385674485235058,8.072773754022046,[H]C1=C([H])C([H])(C([H])(NNNC([H])([H])C([H])([H])C([H])([H])O)C([H])([H])[C@@]2([H])OC2([H])C([H])([H])N([H])[H])OO1,1.7175849905832647
mol_2023_02_23_2155182_000,31,0.8709677419354839,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.668258198485791,False,0.4851024855411668,7.410214489986651,[H]OC(=S)C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],1.3914479884831616
mol_2023_02_23_1947571_000,31,0.9032258064516128,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.5693347147434795,False,0.5195450626410639,8.01116471505507,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])(C(=O)O/C(=C(\[H])C([H])([H])[N-2])C([H])([H])[H])C([H])([H])C([H])([H])[H],1.9040157702981362
mol_2023_02_23_2143570_000,31,0.6774193548387096,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.6197514909283333,False,0.3727040864706176,7.8550369111748815,[H]C([H])=NC([H])([H])C([H])([H])C([H])([H])C([H])([H])N/C1=C(\C(=O)NC([H])([H])[H])N([H])N/C([H])=C(/[H])C([H])([H])O1,1.0205694956697071
mol_2023_02_23_2140360_000,31,0.8387096774193549,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.696481920832424,False,0.1648873112494027,7.352327341292794,[H]OO[C@]1([H])C(=O)C([H])(C(=C=C([H])C([H])([H])NC#N)C([H])([H])[H])C([H])([H])N([H])C([H])([H])C1([H])[H],2.4160334319118113
mol_2023_02_23_2019521_000,31,0.8064516129032258,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.7797119332445352,True,0.0880669109032109,,[H]N(C([H])([H])[H])[C@@]1([H])ON1C([H])([H])C(=O)Cl.[H]NNC([H])([H])N[H].[H]OC1([H])C(=O)OOC1([H])[H],
mol_2023_02_23_2059443_000,31,0.935483870967742,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.8161747985093928,False,0.6691773245926688,8.239637545938471,[H]OC(=O)C([H])(OC([H])([H])C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])C1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])O[H],1.5035767556934232
mol_2023_02_23_2213033_000,31,0.8387096774193549,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.7140179604204795,False,0.1234611778702071,8.406069806274148,[H]O[C@@]([H])(N([H])C([H])([H])[H])[N@@+]1([S-])C([H])([H])[C@@]1([H])C([H])([H])C([H])([H])O/N=C(/[H])C([H])([H])C([H])([H])C([H])([H])[H],2.1169125308659766
mol_2023_02_23_2125520_000,31,0.6451612903225806,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.678238124553444,True,0.5067210950751176,,[H]C(=C=C1NN1N([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])(Br)C([H])([H])[H].[H]C1([H])C([H])([H])C1([H])[H],
mol_2023_02_23_1949553_000,31,0.8064516129032258,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.6769356524408867,False,0.6046404793946266,7.49628713555506,[H]C([H])=C([H])C#CC([H])([H])OC([H])([H])C(=O)C([H])([H])c1nc([H])c(N([H])[H])c([H])c1[H],1.409964460076415
mol_2023_02_23_2103222_000,31,0.8064516129032258,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",2.0758647998331163,True,0.7317602912547185,,[H]C([H])([H])[H].[H]C1=C([H])C([H])([H])C(=O)N([H])[C@]([H])([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C1=O,
mol_2023_02_23_2049163_000,31,0.7741935483870968,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.5437699301015868,False,0.1998914173597289,7.909830595393386,[H]OC([H])([H])OC([H])([H])C([H])([H])C([H])(NNC1([H])SN=C([H])C([H])([H])S1)C([H])([H])C([H])([H])C([H])([H])O[H],1.8656929037673713
mol_2023_02_23_2059030_000,31,0.5806451612903226,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.6700141997640634,True,0.3907152541870199,,[H]C(=O)/C1=N/NOC([H])([H])C(=O)N2C1=C1NN1[C@@](C([H])=O)(C([H])([H])[H])N2[H].[H]C([H])([H])[H],
mol_2023_02_23_2112183_000,31,0.6129032258064516,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.618782309729784,False,0.2095446745043368,7.586735752585298,[H]C1=C(/C(=[N+](\[H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])/C(O)=C(\[H])C([H])([H])[N-][C@@]2(S)OC2([H])[H])C1([H])[H],1.6785754762967737
mol_2023_02_23_1954261_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.8287729662901475,True,0.612569867454133,,[H]C1=C(C([H])([H])[H])OC([H])(C(=O)NC(=O)N([H])[H])S1.[H]N(C([H])([H])[H])C([H])([H])[C@]1([H])OC1([H])[H],
mol_2023_02_23_2146001_000,31,0.9032258064516128,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.7815405625148242,True,0.4449755303276329,,[H]C1([H])NNOC1([H])[H].[H]N1C([H])([H])C([H])([H])C([H])([H])N(C(=O)O)[C@]([H])(C([H])([H])[H])C1([H])[H],
mol_2023_02_23_2133022_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.9596980669566109,False,0.349924573945874,8.266871946651596,[H]C([H])=[N+]([H])[C@]1(SC([H])([H])[N+]2([H])C([H])([H])C2([H])[H])C([H])([H])[C@@]1([H])c1[n-]c([H])c([H])c1[H],1.71109228922477
mol_2023_02_23_2206572_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.9193895858022032,False,0.2096177032135989,7.550506509479872,[H]NN([H])C(=O)/C(=C1\OC([H])([H])[C@@]([H])(C([H])([H])[H])C(=O)C([H])([H])N1C(=O)O)N([H])C([H])([H])[H],1.577828696937277
mol_2023_02_23_2003113_000,31,0.7741935483870968,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.4933967738642615,False,0.436688182369513,6.432200710354905,[H]C([H])([H])C([H])([H])N(C(=O)O)[C@@]1(C([H])([H])C([H])(OC([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(=O)O)NS1,1.8123740455158166
mol_2023_02_23_2023263_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.5757441865536448,False,0.5774769312765764,7.1608421288568485,[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])ONSC2([H])C(=NOC2([H])[H])OC1=O,2.1203904756669822
mol_2023_02_23_1948450_000,31,0.7741935483870968,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.7817827554482577,False,0.7290884107780724,7.494744095707628,[H]C1=C([H])/C(=N\C([H])([H])/N=C(/[H])C2([H])C([H])=C([H])C([H])=C([H])C(=O)C2([H])C([H])([H])C([H])([H])[H])S1,2.151456985145698
mol_2023_02_23_2101440_000,31,0.8709677419354839,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.7852502268892498,False,0.1783120371474491,7.98288892397687,[H]OC([H])([H])[C@@]1([H])O[C@@]1([H])/C([H])=N/OC([H])(C(=S)C([H])([H])OC([H])([H])[H])/[N+]([H])=C(\[H])C([H])([H])[H],1.5826487529694009
mol_2023_02_23_2139323_000,31,0.7419354838709677,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.7810007525884537,False,0.2531868261025436,7.398547568957802,[H][N+]([H])=C([N-]C([H])([H])C([H])([H])C([H])([H])[H])S/C(=N\OC([H])([H])[H])N1SC(=O)C2([H])O[C@@]12[H],1.959749261281091
mol_2023_02_23_2113423_000,31,0.7096774193548387,exp_24,0,1000,0.0025,"Effect of SILVR rate on sampling using fragments Mpro-x0072_0A and Mpro-x0354_0A, rate=0.0025",1.5560995223949272,True,0.3389373430445692,,[H]C([H])([H])[H].[H]C([H])([H])[H].[H]N(NC([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)C([H])([H])[H],
