exp_id,mol_id,smiles
exp_3,mol_2023_02_05_0710503_000,[H]O/C(OC1=C([H])C([H])=C([H])C([H])([H])S1)=C1/OC([H])([H])N(S(O)(O)O)C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
exp_3,mol_2023_02_05_0830072_000,[H]OC1([H])SC([H])(OC([H])([H])C([H])(C(=O)N([H])S(=O)(=O)F)N2N([H])[C@@]3([H])N(C([H])([H])C2([H])[H])[C@]3([H])C([H])([H])C([H])([H])[H])C([H])=C([H])C1=O
exp_3,mol_2023_02_05_0602350_000,[H]OS(O)(O)SC([H])([H])C1([H])OC1([H])C([H])([H])C([H])([H])N([H])C([H])([H])NC(=O)C([H])([H])C([H])([H])C1=NC([H])=C([H])C([H])([H])S1
exp_3,mol_2023_02_05_0620412_000,[H]c1c([H])c(OC([H])([H])C2([H])N[C@]23O[C@@]3(O)C([H])([H])OC([H])([H])[C@]2([H])C([H])([H])[C@@]2([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1Cl
exp_3,mol_2023_02_05_0556291_000,[H]c1c([H])c([H])c(OC([H])([H])C(=O)N2C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])OC2([H])C2([H])N[S@]2(O)N([H])O)c([H])c1[H]
exp_3,mol_2023_02_05_0534593_000,[H]c1c([H])c([H])c(OC([H])([H])C([H])(OC(=N)S([H])(=O)=O)N([H])[C@]2([H])O[C@]2([H])OC([H])([H])NN([H])C([H])([H])[H])c([H])c1[H]
exp_3,mol_2023_02_05_0516503_000,[H]c1c([H])c([H])c(C(=O)NC([H])(O[C@@]2(C([H])([H])[H])OC2([H])[H])N2O[C@@]23C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c1[H]
exp_3,mol_2023_02_05_0714221_000,[H]/C(=[N+](/[H])c1c([H])c([H])c(Cl)c([H])c1[H])C([H])(C(=O)[N-]S(O)(O)O)C1([H])NNC([H])([H])[C@]([H])(C([H])([H])[H])N([H])C1([H])[H]
exp_3,mol_2023_02_05_0552213_000,[H]C1=C([H])C([H])([H])C([H])([H])C([H])=C1ON([H])C(=O)/[N+]([H])=C(\C([H])([H])N([H])S([O-])([O-])O)[C@@]1([H])C([H])([H])C([H])=C([H])C([H])([H])[N+]1([H])[H]
exp_3,mol_2023_02_05_0511581_000,[H]C1=C2C(=C([H])[N+]3=C2C([H])([H])N(S([O-])([O-])O)C([H])([H])C3([H])C([H])([H])OC2=C([H])C([H])([H])C([H])=C2[H])[N+](N([H])[H])=C1[H]
exp_3,mol_2023_02_05_0720322_000,[H]C1=C2N3C(=C(Oc4c([H])c([H])c([H])c([H])c4[H])N([H])C3=C([H])C([H])([H])N1N([H])[H])C(OC([H])([H])[H])=NC2([H])[H]
exp_3,mol_2023_02_05_0656153_000,[H]/C(C(=O)N1C([H])([H])/C(NS(O)(O)O)=N\C([H])([H])[C@@]2([H])OC([H])([H])N([H])C([H])([H])C2([H])C1([H])[H])=C(/[H])c1c([H])nc([H])c([H])c1[H]
exp_3,mol_2023_02_05_0515273_000,[H]C1=C([H])C2([H])NN=C(NC(=O)[N-][C@@]([H])(C([H])([H])OS(O)(O)O)C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])OC2([H])SC1([H])[H]
exp_3,mol_2023_02_05_0557182_000,[H]C1=C(OC([H])([H])N(O)C2([H])N[C@]2(C([H])([H])N([H])S(O)(O)O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])SC([H])([H])C([H])=C1[H]
exp_3,mol_2023_02_05_0505413_000,[H]c1nc(OC(=O)C(=O)NN2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])N[C@@]2([H])C([H])([H])OC([H])([H])O)c([H])c([H])c1[H]
exp_3,mol_2023_02_05_0632250_000,[H]C1=C([H])N([H])C([H])([H])C(C([H])([H])ONC([H])(OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])=C1[H]
exp_3,mol_2023_02_05_0648381_000,[H]c1c([H])c([H])c(OC(=O)C2([H])ON(S(O)(O)O)C([H])([H])[C@@]34C(=O)[C@]3([H])N(C([H])([H])[H])C([H])([H])C([H])([H])N24)c([H])c1[H]
exp_3,mol_2023_02_05_0718232_000,[H]C1=C([H])N([H])C([H])([H])C([N@@+]([H])(C(=O)C([H])([H])N([H])c2nc([H])c([H])c([H])c2[H])C([H])(C(=O)OC(=O)[O-])[C@@]2([H])NO2)=C1[H]
exp_3,mol_2023_02_05_0555102_000,[H]c1c([H])c([H])c(OC([H])([H])/[N+]([H])=C(/N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])N2[N-][S@]2(O)C([H])([H])[H])c([H])c1[H]
exp_3,mol_2023_02_05_0529250_000,[H]c1c([H])c([H])c(OC2([H])ON2C2([H])ON(S(O)(O)O)C([H])([H])[C@@]3([H])N2C([H])([H])C([H])([H])C3([H])C([H])([H])C([H])([H])[H])c([H])c1[H]
exp_3,mol_2023_02_05_0628283_000,[H]C([H])=C(Oc1nnc(Cl)c([H])c1[H])C1([H])ON(S(O)(O)O)C([H])([H])C2([H])C3=C([H])OC([H])([H])N4C([H])([H])[C@@]4([H])C3([H])C(=O)N12
exp_3,mol_2023_02_05_0601332_000,[H]OS(O)(O)NOC([H])(NC([H])([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
exp_3,mol_2023_02_05_0525392_000,[H]N=C(N(C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(NS(O)(O)O[H])O[H])C([H])([H])Oc1nc([H])c([H])c([H])c1[H]
exp_3,mol_2023_02_05_0640583_000,[H]C#CC(O)(O)NC([H])([H])N(C(=O)/C([H])=C(\[H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C1([H])N(NC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
exp_3,mol_2023_02_05_0648282_000,[H]c1nc([H])c(C([H])([H])C([H])([H])[C@]([H])(N([H])N([H])S(=O)(=O)Cl)N([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])O[C@@]23[H])c([H])c1[H]
exp_3,mol_2023_02_05_0627062_000,[H]/C(C1=C(SC2([H])O[C@@]2(N[C@@]([H])([C@@]2([H])OC2([H])[H])[C@]2([H])C([H])([H])C2([H])[H])ON([H])S(O)(O)O)O1)=C(\[H])C([H])([H])C([H])([H])[H]
exp_3,mol_2023_02_05_0754272_000,[H]C1=C(C([H])([H])C#N)c2c(c([H])n(C(=O)C([H])([H])Oc3c([H])c([H])nc([H])c3[H])c2/C([H])=N\S(=O)(=O)F)C([H])([H])N1[H]
exp_3,mol_2023_02_05_0552181_000,[H]C([H])=C([H])NC(=O)N([H])C([H])([H])C1([H])N2C([H])(C3=C([H])C([H])=C([H])N([H])C([H])=C3[H])C([H])([H])NC([H])(C([H])([H])[H])C21[H]
exp_3,mol_2023_02_05_0505340_000,[H]C1=C([H])C([H])=C(OC([H])([H])C2([H])O[C@]3(OC3(O)O)C([H])([H])[C@]3([H])C2([H])C([H])([H])C2([H])C([H])([H])N([H])C([H])([H])C([H])([H])O[C@]23[H])C([H])([H])S1
exp_3,mol_2023_02_05_0637303_000,[H]C1=C([H])C([H])([H])[C@]([H])(ONC([H])([H])C([H])(NN[C@@]23C([H])([H])C([H])([H])N([H])[C@]2([H])C3([H])[H])ON([H])[C@]([H])(O)F)C([H])([H])S1
exp_3,mol_2023_02_05_0636483_000,[H]c1nc([H])c(C(=O)OC([H])([H])N(C([H])([H])NOS(O)(O)C([H])([H])[H])C([H])([H])C2([H])C([H])([H])N([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
exp_3,mol_2023_02_05_0531240_000,[H]C1=C([H])C([H])(OC([H])([H])C2([H])ON(S(O)(O)O)C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C2=O)C([H])([H])SC1([H])Cl
exp_3,mol_2023_02_05_0736333_000,[H]/C(C(=O)N([H])C1([H])C([H])([H])N([H])C(=O)C([H])([H])[C@@]1([H])[C@@]1([H])N[C@@]1([H])NS(O)(O)O)=C(/[H])c1c([H])c([H])c([H])c([H])c1[H]
exp_3,mol_2023_02_05_0742430_000,[H]ON(C([H])([H])[H])C([H])([H])N(C([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1[H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])NC([H])([H])N2C([H])([H])C21[H]
exp_3,mol_2023_02_05_0638230_000,[H]/C(C(=O)OC([H])([H])C(=O)NN(C(=O)C([H])([H])NS(O)(O)O)[C@@]1([H])C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])=C(\[H])C([H])([H])[H]
exp_3,mol_2023_02_05_0718500_000,[H]NC([H])(OC1=C([H])SC([H])([H])C([H])=C1[H])C(=N)ON(N([H])C([H])([H])C1=C([H])C([H])=C([H])N([H])C([H])=C1[H])C([H])(O)O
exp_3,mol_2023_02_05_0601160_000,[H]c1c([H])c([H])c(OC([H])([H])/C2=N\C([H])([H])C3([H])[C@@]([H])(C([H])([H])N4C([H])([H])[C@]43[H])[C@@]3([H])NN3C(=O)C([H])([H])O2)c([H])c1[H]
exp_3,mol_2023_02_05_0500580_000,[H]C1=C([H])N(C([H])([H])C([H])([H])Oc2nc([H])c([H])c([H])c2[H])C([H])(C([H])([H])OC(=O)N(O)C([H])([H])[H])C([H])=C([H])N1C(=O)OC([H])([H])[H]
exp_3,mol_2023_02_05_0703533_000,[H]/C(=N\c1c([H])c([H])c([H])c([H])c1[H])C1([H])N2C([H])([H])C([H])([H])NC([H])([H])[C@@]3([H])C([H])([H])[C@@]3([H])C2([H])C(=O)N2C1([H])OS2(O)O
exp_3,mol_2023_02_05_0712553_000,[H]/C(Oc1c([H])c([H])c([H])c([H])c1[H])=C(/OC([H])([H])[S@](=O)O)N1C([H])([H])C([H])([H])N(C([H])([H])[H])[C@]([H])(C([H])([H])[H])[C@]1([H])C([H])([H])[H]
exp_3,mol_2023_02_05_0602441_000,[H]/C(=[N+](/[H])C([H])([H])[O-])C([H])(N1C([H])([H])C([H])(C(=O)C([H])([H])[H])C([H])(N([H])[H])C1([H])[H])C([H])([H])Oc1nc([H])c([H])c([H])c1[H]
exp_3,mol_2023_02_05_0554390_000,[H]C([H])=C([H])C1=C(OC([H])([H])C2([H])O[C@]2(N2C([H])([H])[C@]2([H])C([H])([H])C([H])([H])NC([H])([H])[H])C([H])([H])S(O)(O)O)C1([H])[H]
exp_3,mol_2023_02_05_0516232_000,[H]C1=C([H])[N+]([H])([H])C([H])(C([H])([H])C([H])([H])N([H])S([O-])([O-])O)C1([H])/C([H])=[N+](\[H])C1([H])OC1([H])Oc1c([H])c([H])c([H])c([H])c1[H]
exp_3,mol_2023_02_05_0602362_000,[H]NC(=O)C([H])([H])NN([H])[C@]12C(=O)N1C([H])(C([H])([H])Oc1c([H])c([H])c([H])c([H])c1[H])N([H])N(C([H])([H])[H])C2([H])[H]
exp_3,mol_2023_02_05_0507481_000,[H]/C1=C(\[H])[N+]([H])([H])C([H])([H])/C([H])=N/S([O-])(O)OC(=O)/C(C(=S)Oc2c([H])c([H])c([H])c([H])c2[H])=N/C([H])([H])C1([H])[H]
exp_3,mol_2023_02_05_0623361_000,[H]/C(Oc1c([H])c([H])c([H])c([H])c1[H])=C1\N2N(C(=O)N[C@@]1([H])OC([H])([H])[H])[C@]1([H])C([H])([H])C([H])([H])N([H])C([H])([H])[C@]1([H])C2([H])[H]
exp_3,mol_2023_02_05_0642231_000,[H]C1=C(C([H])([H])Oc2nc([H])c([H])c([H])c2[H])O[C@]([H])(S(O)(O)O)C([H])([H])C2([H])OC([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])N12
exp_3,mol_2023_02_05_0753133_000,[H]c1nc(OC([H])([H])NC2([H])N3C([H])([H])[C@@]3([H])C([H])([H])N(C([H])([H])[H])C([H])([H])N[C@@]3([H])N[C@]23OC([H])([H])[H])c([H])c([H])c1[H]
exp_3,mol_2023_02_05_0643410_000,[H]C1=NC([H])=C([H])C([H])=C(C([H])([H])NC([H])(OC(=O)C([H])([H])[H])C([H])([H])Oc2c([H])c([H])c([H])c([H])c2[H])C1([H])[H]
exp_3,mol_2023_02_05_0701091_000,[H]c1oc(C(=O)C([H])([H])[C@@]([H])(NO[C@@]2([H])C([H])([H])N([H])C([H])([H])C([H])([H])C2([H])[H])O[C@@]([H])(C([H])([H])[H])C(O)(O)F)c([H])c1[H]
exp_3,mol_2023_02_05_0618342_000,[H]C(=O)[C@]1([H])N(C([H])([H])[H])C([H])([H])C([H])([H])N(C([H])(C([H])([H])Oc2nc([H])c([H])c([H])c2[H])[C@@]([H])(O)OC([H])([H])O)C1([H])[H]
exp_3,mol_2023_02_05_0843152_000,[H]C1=C(OC([H])([H])C([H])(N([H])C([H])([H])C([H])([H])O)N([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])SC([H])([H])C([H])=C1[H]
exp_3,mol_2023_02_05_0601223_000,[H]c1nc(C2([H])OC2([H])[C@@]2([H])C(=O)C([H])(N[C@@]([H])(O)F)[C@]([H])(C([H])([H])[H])N2C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1[H]
exp_3,mol_2023_02_05_0530063_000,[H]C1=C([H])[C@]2([H])C([H])(C(=O)[N@@+]([H])([C@]([H])(OC([H])([H])S([O-])(O)O)C([H])([H])Oc3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])C([H])([H])N1[H]
exp_3,mol_2023_02_05_0643072_000,[H]OC([H])([H])C(=O)C([H])([H])C([H])(C(=O)[C@@]1(C([H])([H])NC([H])([H])O)N([H])[C@@]1(O)C([H])([H])OC1([H])OC1([H])/C([H])=C(/[H])C([H])([H])[H])C([H])([H])[H]
exp_7,mol_2023_02_06_0008490_000,[H]O[C@]([H])(C([H])([H])[C@]1([H])N(N/C([H])=C(\[H])C([H])([H])[H])C1([H])[H])[C@@]1([H])N([H])[C@@]1([H])[C@]([H])(C([H])([H])[H])C([H])([H])[H]
exp_7,mol_2023_02_06_0023360_000,[H]N1C(=O)C([H])([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])N(C(=S)NC([H])(Cl)C([H])([H])C([H])([H])C(=O)F)C1([H])[H]
exp_7,mol_2023_02_05_2238083_000,[H]OC([H])([H])C(=O)C([H])(C([H])([H])OC([H])([H])C([H])([H])[H])C([H])(C#N)C([H])([H])/[N+]([H])=C(/[H])C([H])([H])C([H])([H])OC([H])([H])[H]
exp_7,mol_2023_02_06_0006013_000,[H]C([H])([H])N/N=C(/C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])C(=O)N(C#N)C(=O)N1C([H])([H])OC([H])([H])OC([H])([H])C1([H])[H]
exp_7,mol_2023_02_05_2300273_000,[H]OC([H])(NC([H])([H])C([H])([H])C1([H])OC1([H])[H])C1=C2/N(/C(C3([H])N(O)N3O)=C(/[H])[C@@]3([H])\C(=C/1[H])N3C([H])([H])[H])C2([H])O[H]
exp_7,mol_2023_02_05_2213013_000,[H]C1=C(N([H])c2c([H])nc([H])c([H])c2[H])C([H])(N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C2([H])NC([H])(Cl)C(=O)N2O1
exp_7,mol_2023_02_06_0015561_000,[H]N(C([H])([H])C(=O)[C@@]([H])(C([H])([H])C(=O)C([H])([H])[C@]1([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
exp_7,mol_2023_02_05_2244202_000,[H]C(=C=C([H])C([H])([H])[H])/C1=C(\[H])[C@]2([H])[C@@]3([H])N([H])C(=S)C([H])([H])C([H])(OC([H])([H])[H])C([H])(C([H])([H])OC1([H])[H])[C@]23[H]
exp_7,mol_2023_02_05_2301152_000,[H]O[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]1(C([H])([H])[H])[C@@]([H])(O)[C@@]1([H])C([H])(C([H])([H])[H])C1([H])N=C(C([H])([H])[H])NC1([H])[H]
exp_7,mol_2023_02_05_2322043_000,[H]C([H])([H])NNC([H])([H])NC([H])([H])C([H])([H])[C@]([H])(N(C([H])([H])C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H])C([H])(O)C([H])([H])[H]
exp_7,mol_2023_02_05_2349200_000,[H]O[C@@]([H])(N([H])C([H])([H])SC([H])([H])C([H])([H])[H])[C@@]1(C([H])([H])C([H])=O)N(C([H])([H])O)[C@@]1([H])C([H])([H])N([H])N([H])C([H])=S
exp_7,mol_2023_02_05_2200211_000,[H]C1=C([H])C([H])([H])N(C([H])([H])N2NNC(=O)C3([H])N([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]23[H])NN1
exp_7,mol_2023_02_05_2358440_000,[H]N([H])C(=O)/C1=N/OC([H])([H])N([H])[C@]([H])(OC([H])([H])N([H])C([H])([H])C([H])([H])[H])N([H])N([H])S(O)(O)OC1([H])[H]
exp_7,mol_2023_02_05_2246141_000,[H]NC(=O)C([H])([H])C([H])([H])NN1C([H])(C(=O)C([H])([H])[C@]2([H])OC2([H])C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C(=O)C1([H])C([H])([H])C1([H])[H]
exp_7,mol_2023_02_05_2319142_000,[H]OC([H])([H])C([H])([H])[C@@]([H])(OC([H])(C(=O)O)C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])C([H])(C(=O)O)C(=O)C([H])([H])N([H])[H]
exp_7,mol_2023_02_05_2318551_000,[H]OC([H])([H])C1([H])N([H])NC([H])(C([H])([H])C([H])([H])C([H])([H])C([H])(Cl)C(=S)C(=O)N([H])[C@]2([H])C([H])([H])[C@@]23OC3([H])[H])C([H])([H])N1[H]
exp_7,mol_2023_02_05_2129451_000,[H]O/C1=C2\c3c([H])c(F)c([H])c([H])c3C(=O)C2([H])N(C([H])([H])[H])C([H])([H])OC2=C([H])C([H])=C([H])N1N2[H]
exp_7,mol_2023_02_05_2152001_000,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1=C(N([H])C(=O)OC([H])([H])[H])C([H])=C([H])C([H])([H])O1
exp_7,mol_2023_02_05_2333530_000,[H]/C1=C(\[H])C([H])(OC([H])([H])C([H])([H])N(O)c2c([H])c([H])c([H])c(C([H])([H])[H])c2[H])N([H])C(=O)C([H])([H])NC1([H])Cl
exp_7,mol_2023_02_05_2237263_000,[H]OC([H])([H])O[C@]1(C([H])(C([H])([H])C([H])([H])[H])C([H])(F)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C1([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])[H]
exp_7,mol_2023_02_05_2333311_000,[H]OC(=C=C1N(C(=O)C([H])([H])O[H])[C@@]1(C([H])([H])[H])C([H])([H])[C@@]1([H])O[C@]1([H])C([H])([H])C([H])([H])[H])OC([H])([H])[H]
exp_7,mol_2023_02_05_2210051_000,[H]C1=C([H])C([H])([H])[C@]2([H])N3C([H])(C(=S)N([H])C(=S)NOC([H])(OC([H])([H])[C@]([H])(Cl)C([H])([H])[H])C2([H])[H])C3([H])C1([H])F
exp_7,mol_2023_02_05_2202333_000,[H]O[C@@]1(C([H])([H])C2([H])N(c3nc([H])c(C#N)c([H])c3[H])C(=S)C([H])(C([H])([H])[H])NN3N2C3([H])[H])S[C@@]1([H])O[H]
exp_7,mol_2023_02_05_2234492_000,[H]NC([H])([H])[C@@]([H])(C([H])([H])C([H])(OC([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C1([H])C([H])=C([H])N([H])C(=O)C1([H])[H]
exp_7,mol_2023_02_05_2125353_000,[H]OC([H])(NNC(=O)C([H])([H])[H])C(=O)N1C([H])(O[H])[C@@]1([H])C(=O)[C@@]([H])(N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
exp_7,mol_2023_02_05_2353411_000,[H]C1=C([H])C([H])(Cl)C(NC2([H])ON2[C@]2([H])C([H])([H])[C@]([H])(C([H])([H])[H])C(=O)[C@@]2([H])C([H])([H])N(C([H])([H])[H])C([H])([H])O)=N1
exp_7,mol_2023_02_05_2229043_000,[H]C([H])([H])C(=O)C([H])([H])[C@]1([H])C([H])([H])NC(=O)C([H])([C@]2([H])C(=O)OC([H])([H])[C@@]([H])(C([H])([H])[H])[C@]3([H])O[C@]23[H])NC1([H])[H]
exp_7,mol_2023_02_05_2305292_000,[H]NC(=C=C([H])[H])C([H])([H])[C@]1([H])NC(=O)N([H])C(=O)C([H])([H])C([H])(C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=O
exp_7,mol_2023_02_05_2327571_000,[H]OC([H])([H])OC([H])(O[H])C(=O)C1([H])NC2([H])N([H])C([H])([H])SC([H])([H])N2C1([H])NC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
exp_7,mol_2023_02_05_2209262_000,[H]OC(=O)C([H])([H])NC([H])([H])C([H])(N([H])N([H])[H])C([H])([H])N(C(=O)C([H])([H])C([H])(Cl)C([H])=C=C([H])C([H])([H])Cl)C([H])([H])[H]
exp_7,mol_2023_02_06_0021382_000,[H]OC(=O)C([H])(/C([H])=[N+](/[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(=O)C([H])([H])O/C([H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])[H]
exp_7,mol_2023_02_05_2221121_000,[H]OC([H])([H])C([H])(OC([H])([H])C([H])([H])[H])C([H])([H])NNC([H])([H])C(=O)C([H])(NC([N-2])=[N+]([H])[H])C([H])(N([H])[H])C([H])([H])[H]
exp_7,mol_2023_02_06_0025333_000,[H]OC([H])([H])OC(=O)C([H])([H])C([H])([H])S/C(NC(=O)N([H])C([H])([H])C([H])([H])[H])=C(\[H])NC([H])([H])C([H])([H])C([H])([H])[H]
exp_7,mol_2023_02_06_0025401_000,[H]OC([H])([H])OC(S)=C=C([H])/C(=N\C(=O)C#CN([H])[C@]1([H])C([H])([H])[C@]2([H])C([H])([H])[C@]2([H])C1([H])[H])C([H])([H])[H]
exp_7,mol_2023_02_05_2233153_000,[H]OC([H])([H])[C@@]([H])(C([H])([H])[H])C1([H])SC1([H])NC([H])([H])C([H])([H])C([H])([H])N1O[C@]2([H])C([H])([H])[C@]2([H])C([H])([H])C1([H])[H]
exp_7,mol_2023_02_06_0013310_000,[H]/C(C(=C=O)C([H])([H])S(=O)(=O)N(C([H])([H])N([H])C(=O)[S-])C1([H])C([H])([H])C([H])([H])C1([H])[H])=[N+](/[H])C([H])([H])[H]
exp_7,mol_2023_02_05_2131093_000,[H]N([H])[C@]1([H])N(C(=O)C([H])([H])C([H])([H])[H])[C@]1([H])OC([H])([H])[C@]([H])(OC(=O)C([H])([H])OC([H])([H])[H])C(=O)O
exp_7,mol_2023_02_06_0002021_000,[H]N([H])C(=O)C([H])(C([H])([H])N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
exp_7,mol_2023_02_05_2230273_000,[H]C1=C([H])C([H])([H])C(C([H])([H])N(C(=S)N([H])N2C(=O)SC2([H])Br)[S@@](O)([S-])[N@@+]2([H])C([H])([H])[C@]2([H])C([H])([H])[H])=C1[H]
exp_7,mol_2023_02_05_2345483_000,[H]C1=C(C([H])([H])[H])N2C(=O)NC3=C(C([H])=C(OC([H])([H])[H])C3([H])[H])C([H])([H])N([H])C([H])(C([H])([H])[H])C2([H])C([H])=C1[H]
exp_7,mol_2023_02_05_2246272_000,[H]C([H])([H])OC(=O)N/N=C(/O[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])N1C([H])([H])OC([H])([H])C1([H])[H])C1([H])NN1
exp_7,mol_2023_02_05_2200592_000,[H]OC(=O)C([H])([H])[C@@]1([H])O[C@]1(OC(=O)/C([H])=C1\OC([H])([H])OS1)C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])[H]
exp_7,mol_2023_02_05_2325101_000,[H]OC([H])([H])OC([H])([H])C([H])(N1C([H])([H])[C@@]1([H])N1C([H])([H])[C@]1([H])N([H])[H])C([H])([H])C([H])(O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
exp_7,mol_2023_02_05_2213540_000,[H]C(=O)C([H])([H])C1=C([H])C([H])([H])SC([H])=C1N[C@]1([H])N([H])[C@]2([H])C([H])([H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])NN([H])O
exp_7,mol_2023_02_06_0021223_000,[H]NC([H])([H])/[N+]([H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])[N-]NC(=O)N([H])C1([H])C([H])([H])O[C@]2([H])C([H])=C(N([H])O)SC2([H])C1([H])[H]
exp_7,mol_2023_02_05_2301380_000,[H]C#CC([H])([H])NN1N[C@@]1([H])N([H])C([H])(C([H])([H])C(=O)C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H]
exp_7,mol_2023_02_05_2201441_000,[H]C([H])([H])OC(=O)SNC([H])([H])N1N2C([H])([H])[C@@]2([H])[C@@]([H])(C([H])([H])[H])OP12(C([H])([H])[H])OC(=O)C([H])([H])C2([H])[H]
exp_7,mol_2023_02_05_2249372_000,[H]OC(=S)/C1=C(/[H])C([H])([H])C([H])([H])C([H])([H])OC(=O)N([H])[C@@]2([H])N([H])OC([H])([H])N(C([H])([H])C1([H])[H])C2([H])[H]
exp_7,mol_2023_02_05_2314250_000,[H]OC([H])(C([H])=O)[C@]1([H])C([H])([H])C([H])([H])[C@@]2([C@@]([H])(C(=O)O)C([H])([H])NC(=O)C3=C([H])C([H])([H])C([H])=C3[H])N([H])[C@]21[H]
exp_7,mol_2023_02_05_2240553_000,[H]C1=C([H])C([H])([H])C(C([H])([H])[H])=C1OC([H])([H])C(=O)N1C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])[H])N([H])[C@@]1([H])Cl
exp_7,mol_2023_02_05_2239313_000,[H]C([H])=C([H])NNC([H])([H])NN([H])C([H])([H])O[C@]([H])(C([H])([H])C(=O)[C@@]1([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
exp_7,mol_2023_02_05_2313423_000,[H]C([H])([H])OC(=O)NC([H])(Cl)C1([H])NC([H])([H])C([H])([H])C([H])([H])OC([H])(NC([H])(C([H])([H])[H])C([H])([H])[H])C1=O
exp_7,mol_2023_02_05_2353283_000,[H]OC([H])([H])N(C([H])([H])[H])[C@]1([H])C([H])([H])[C@@]1([H])c1c([H])c([H])c([H])c2c1C([H])([H])C([H])([H])C([H])([H])C([H])([H])O2
exp_7,mol_2023_02_05_2203573_000,[H]N([H])C(=O)[C@@]1([H])N([H])[C@]1(N([H])C([H])([H])C([H])([H])C1([H])OC([H])([H])OC1([H])[H])C([H])([H])N([H])C([H])([H])C([H])([H])[H]
exp_7,mol_2023_02_05_2335203_000,[H]c1[nH]nc(NOC([H])([H])O[C@@]23N([H])C([H])([H])C([H])([H])[C@@](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]2([H])C3([H])[H])c1[H]
exp_7,mol_2023_02_05_2229331_000,[H]OC([H])(N([H])C([H])([H])O)C([H])(C(=O)C1([H])C([H])=C([H])NC([H])([H])C1([H])[H])[C@@]([H])(N([H])C([H])([H])O)C([H])([H])C([H])([H])C([H])([H])[H]
